,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response,city
22095,0,1,3,1,0,0,0.0,12,4.39557099712082,0,C13
22098,0,1,2,2,1,0,0.0,16,4.13424087594659,1,C8
22101,0,1,1,1,1,3,4.0,12,4.086644520610805,1,C16
22106,1,1,3,3,1,12,4.0,7,4.307376216010976,0,C1
22111,0,1,2,1,1,2,3.0,18,4.316976239321547,0,C4
22112,1,1,2,2,1,0,0.0,18,4.331872498488898,0,C14
22115,1,1,4,4,1,0,0.0,22,4.475118891127667,0,C2
22119,0,1,2,1,1,1,1.0,16,4.0255106728525805,0,C4
22125,1,1,1,1,1,0,0.0,4,3.7374312005145827,0,C6
22130,1,1,1,1,1,5,4.0,2,3.966798546383361,0,C21
22139,1,1,1,1,1,0,0.0,12,3.5754187912143602,0,C17
22145,1,1,4,4,1,9,3.0,18,4.35524073941683,1,C2
22146,1,1,2,1,1,0,0.0,22,4.0603200286882855,0,C2
22149,1,1,4,4,1,1,4.0,3,4.440814659957681,0,C2
22152,1,1,2,2,1,15,3.0,11,4.348507356757861,1,C2
22156,0,1,2,1,1,4,2.0,15,4.27316800913332,1,C7
22158,1,1,3,3,1,3,2.0,18,4.298110431135712,1,C14
22161,0,1,2,1,1,2,3.0,21,4.053923150548575,1,C2
22167,1,1,4,3,1,9,2.0,20,4.477815570586017,1,C1
22171,1,1,4,2,0,0,0.0,21,4.4441072798376,0,C3
22176,1,1,4,3,1,6,3.0,21,4.311414767162359,0,C27
22193,1,1,3,1,1,0,0.0,22,4.427979197986555,0,C2
22197,1,1,2,1,0,10,2.0,1,4.3150882730883175,0,C24
22205,1,1,3,1,0,2,3.0,22,4.354753636402353,1,C9
22206,1,1,1,1,1,0,0.0,17,4.133794300604513,0,C16
22207,1,1,3,3,1,15,3.0,17,4.317561936621246,0,C23
22210,0,1,2,1,1,3,2.0,18,3.9278834103307068,0,C4
22212,0,1,2,1,1,4,2.0,8,3.9944051466891666,0,C16
22214,1,1,1,1,1,4,4.0,18,4.069342438946104,0,C3
22224,1,1,3,2,1,3,3.0,6,4.251978710063382,0,C34
22226,1,1,4,3,1,5,2.0,21,4.399950474386311,0,C3
22239,1,1,4,4,1,2,4.0,16,4.50275476578036,0,C1
22240,1,1,4,2,1,7,1.0,21,4.490127104735399,0,C3
22241,1,1,2,2,1,4,3.0,1,4.176322821034989,0,C4
22242,1,1,4,1,1,11,4.0,12,4.31849741244208,0,C3
22248,1,1,2,2,0,15,3.0,20,4.20682587603185,0,C4
22260,1,1,2,2,1,0,0.0,16,4.397244581010386,0,C17
22268,1,1,4,3,1,3,3.0,10,4.393153864908232,1,C27
22275,1,1,2,1,0,10,1.0,22,4.23134723672318,1,C1
22284,0,1,3,3,1,6,3.0,18,4.402639612897093,1,C1
22296,0,1,4,1,0,6,3.0,18,4.492994928491204,0,C1
22302,1,1,3,1,0,2,3.0,13,4.42527330461063,1,C2
22303,0,1,1,1,1,0,0.0,6,3.76902265518513,0,C9
22325,1,1,2,2,0,15,2.0,21,4.350092885458106,0,C22
22332,1,1,2,2,1,13,3.0,22,4.176970538503155,0,C2
22336,1,1,3,1,1,12,1.0,8,4.426940463978093,0,C1
22344,1,1,1,1,0,0,0.0,19,4.212975546652137,1,C11
22346,1,1,3,3,1,15,2.0,19,4.47130638292198,0,C1
22348,1,1,2,2,1,4,1.0,21,4.391443252030972,0,C6
22349,0,1,3,1,1,15,3.0,2,4.35884819009608,0,C15
22351,1,1,3,1,0,8,3.0,21,4.252046775964611,0,C3
22354,1,1,2,2,0,2,3.0,15,4.284182494636902,0,C4
22355,1,1,3,1,0,1,1.0,16,4.313360951244128,0,C8
22360,0,1,2,2,1,8,1.0,19,4.208258570300361,0,C7
22361,1,1,2,1,0,8,3.0,3,4.414919893052675,0,C2
22364,1,1,3,3,1,4,3.0,7,4.430542654400698,0,C1
22366,1,1,3,1,0,6,2.0,20,4.29132444179242,1,C16
22375,1,1,1,1,0,0,0.0,4,4.097465554474156,0,C13
22397,1,1,4,3,1,15,2.0,20,4.363401361807559,0,C8
22399,1,1,2,1,1,8,2.0,22,4.009620840814325,0,C2
22400,1,1,4,4,1,6,3.0,19,4.487421211359474,0,C4
22404,0,1,2,2,1,7,2.0,12,4.228631304989704,1,C1
22406,1,1,3,2,1,14,3.0,14,4.323243847466542,1,C24
22417,1,1,2,2,1,3,2.0,22,4.212304821450244,0,C9
22418,0,1,2,1,0,3,3.0,12,4.2996380249790755,0,C2
22429,1,1,3,3,1,2,4.0,22,4.364400889249685,0,C17
22436,1,1,2,2,0,3,3.0,5,4.260667536990012,0,C1
22438,0,1,1,1,0,2,2.0,17,3.8746441404380048,0,C3
22443,1,1,4,3,0,0,0.0,19,4.5088366465875565,0,C1
22446,1,1,3,3,1,0,0.0,14,4.42527330461063,1,C2
22449,0,1,1,1,1,0,0.0,21,3.7060346607143506,0,C20
22454,1,1,4,4,1,15,3.0,19,4.387674516274786,0,C14
22455,1,1,4,4,1,5,4.0,1,4.318330510905918,0,C19
22456,1,1,2,1,1,2,3.0,5,4.010978012174742,0,C1
22459,0,1,1,1,1,0,0.0,16,4.023170121121397,0,C16
22461,1,1,4,4,1,15,4.0,17,4.437877345621435,0,C1
22466,1,1,3,3,1,1,3.0,22,4.2949773786374585,0,C4
22473,1,1,3,3,1,15,4.0,22,4.383923028952161,0,C2
22474,0,1,3,1,0,0,0.0,18,4.260739019910411,1,C3
22481,1,1,4,2,0,11,3.0,22,4.518155828335643,1,C2
22487,1,1,2,2,1,2,3.0,21,4.188151962927106,0,C3
22489,1,1,4,4,1,15,3.0,17,4.460837728633412,0,C2
22495,1,1,4,3,1,4,3.0,1,4.344235034551639,0,C19
22497,1,1,3,2,1,0,0.0,1,4.368829646195804,0,C28
22515,0,1,3,3,1,0,0.0,20,4.290639974382177,0,C1
22523,1,1,3,2,1,0,0.0,19,4.268147207758269,0,C1
22529,0,1,1,1,1,0,0.0,22,4.083946720376594,0,C16
22530,1,1,3,3,1,1,4.0,22,4.3800374891660185,1,C1
22533,0,1,3,3,1,0,0.0,6,4.342485846334921,0,C20
22539,1,1,2,2,1,11,3.0,12,4.284746469577731,1,C2
22546,1,1,3,3,1,8,2.0,13,4.276075592958905,1,C19
22555,1,1,2,2,1,8,4.0,17,4.073293009977608,0,C20
22559,1,1,4,4,1,15,3.0,10,4.431749632226934,0,C20
22561,0,1,1,1,1,6,3.0,21,4.185542154854375,0,C2
22562,1,1,2,2,1,0,0.0,12,4.166157669220937,1,C17
22565,1,1,2,2,1,1,3.0,15,4.3513865476822975,1,C1
22570,1,1,2,1,0,1,4.0,22,4.256140226634533,1,C7
22583,1,1,2,2,1,15,1.0,2,4.2789364233011,0,C2
22584,1,1,3,3,1,15,2.0,20,4.381403912365291,0,C2
22586,1,1,4,4,1,0,0.0,22,4.426267207139606,0,C1
22587,0,1,2,1,0,0,0.0,20,4.3233758719338615,1,C2
22591,1,1,3,1,1,6,4.0,22,4.466855762322411,0,C2
22599,1,1,4,4,1,15,3.0,8,4.392626616474039,1,C1
22607,1,1,4,4,1,0,0.0,18,4.51914518196853,0,C5
22613,1,1,3,3,1,1,4.0,21,4.313698529560312,0,C14
22614,1,1,4,2,0,4,4.0,21,4.429429264381787,0,C15
22622,0,1,2,2,1,3,3.0,16,4.270296768427931,1,C8
22641,1,1,3,1,0,0,0.0,17,4.422635794508094,0,C11
22644,1,1,4,3,1,10,4.0,8,4.416340890574481,0,C1
22648,1,1,4,3,1,0,0.0,22,4.458939861890326,0,C2
22651,1,1,4,3,1,0,0.0,16,4.453562944098507,1,C22
22655,1,1,3,2,1,0,0.0,21,4.305265362023449,1,C3
22659,0,1,4,4,1,3,1.0,19,4.507963757544579,1,C19
22660,1,1,4,3,1,2,4.0,22,4.468181853373804,1,C2
22664,1,1,2,1,1,4,3.0,20,4.045839130249383,0,C23
22667,1,1,4,4,1,6,3.0,21,4.482087141826486,0,C20
22675,1,1,2,1,0,0,0.0,9,4.304128464824712,0,C6
22680,0,1,2,2,1,2,1.0,22,4.364851052007693,1,C10
22689,1,1,4,3,0,14,3.0,21,4.438019932046323,0,C5
22690,0,1,3,3,1,4,2.0,19,4.354192983825636,1,C19
22692,1,1,2,1,0,2,1.0,22,4.2171679787711565,1,C11
22702,0,1,3,2,1,2,4.0,22,4.2681097298084785,0,C7
22712,1,1,4,3,1,1,4.0,18,4.450661646084756,1,C1
22719,1,1,3,1,1,0,0.0,21,4.346529004101864,1,C8
22736,1,1,3,3,1,5,4.0,4,4.352992445447028,0,C9
22738,1,1,2,1,0,11,2.0,16,4.287891265954026,1,C2
22749,1,1,4,3,1,9,3.0,18,4.445068398688963,1,C1
22750,0,1,2,1,0,1,2.0,19,4.400579431023254,0,C15
22751,1,1,2,1,1,2,2.0,13,3.990161192898479,0,C7
22760,1,1,4,3,1,0,0.0,2,4.429186844904713,0,C19
22773,1,1,2,1,0,2,3.0,17,4.173069663637268,0,C2
22774,1,1,3,1,1,15,3.0,22,4.329015287644418,0,C8
22775,1,1,4,4,1,15,3.0,11,4.388470656702881,1,C2
22780,1,1,4,4,1,0,0.0,20,4.409290500640455,0,C1
22791,1,1,2,1,1,5,2.0,17,4.246498580795801,0,C8
22805,0,1,2,1,0,7,1.0,18,4.22716656673143,0,C2
22808,1,1,3,3,1,15,1.0,19,4.343053922912849,0,C1
22811,1,1,2,2,1,10,1.0,18,4.2280305890068455,1,C13
22812,1,1,2,1,1,3,3.0,22,4.188861015299959,1,C2
22816,0,1,3,3,1,8,3.0,22,4.363190641530789,1,C2
22818,1,1,2,2,1,0,0.0,17,4.3317834945984535,1,C8
22824,0,1,1,1,0,2,1.0,15,4.219060332448861,1,C5
22828,0,1,1,1,1,0,0.0,22,4.074816440645175,1,C17
22831,1,1,4,3,1,7,3.0,5,4.410608542568368,0,C4
22832,0,1,2,1,0,0,0.0,16,3.963693405238019,1,C15
22835,1,1,4,3,0,0,0.0,22,4.509476727000995,1,C2
22839,0,1,2,2,1,7,1.0,22,4.272305844402086,0,C15
22841,1,1,3,1,1,0,0.0,22,4.300986564044174,0,C7
22852,1,1,4,3,1,9,3.0,16,4.385606273598312,0,C1
22853,1,1,2,2,1,4,2.0,19,4.23645664250166,1,C3
22859,1,1,4,4,1,11,3.0,21,4.4386372661686115,0,C1
22862,1,1,1,1,1,0,0.0,19,4.066489919778808,0,C7
22863,1,1,2,2,1,7,3.0,4,4.286186916941038,0,C13
22878,1,1,4,3,1,0,0.0,17,4.438542348786111,1,C23
22879,0,1,2,2,1,2,4.0,22,4.233016427787395,0,C2
22880,0,1,3,2,1,1,1.0,16,4.3951515915045425,1,C19
22887,0,1,2,2,1,3,1.0,16,4.342343711009842,0,C19
22894,1,1,4,3,1,3,3.0,12,4.410837946031758,1,C24
22898,1,1,4,4,1,0,0.0,16,4.5361542596834425,0,C1
22899,0,1,2,2,1,5,3.0,4,4.174699288370776,0,C26
22911,1,1,2,2,1,9,3.0,22,4.251638220448212,1,C16
22912,1,1,3,1,1,15,4.0,22,4.5060176998511325,1,C2
22923,1,1,4,4,1,5,4.0,19,4.53217323290861,0,C1
22929,1,1,3,3,1,14,3.0,1,4.394003145302842,0,C24
22935,1,1,4,4,1,0,0.0,20,4.5312744950653565,0,C3
22936,1,1,2,1,1,3,2.0,20,4.167813387893943,1,C16
22937,1,1,4,2,1,15,1.0,16,4.446304113951924,0,C7
22942,1,1,4,1,0,4,3.0,18,4.48945221029981,1,C1
22950,0,1,2,2,1,0,0.0,1,4.157976280880911,0,C25
22951,0,1,3,3,1,11,3.0,22,4.485062388654623,1,C2
22954,1,1,2,2,1,0,0.0,21,4.116009679424738,0,C32
22960,1,1,2,2,1,11,3.0,13,4.297051058329477,1,C6
22961,1,1,2,2,1,0,0.0,1,4.272096998770794,0,C24
22965,1,1,4,3,1,8,3.0,7,4.399466041004344,0,C1
22967,1,1,2,2,1,5,2.0,16,4.228123060950536,0,C18
22970,0,1,1,1,0,4,1.0,19,4.115810141409786,0,C1
22971,1,1,2,2,1,7,3.0,18,4.164876073557697,0,C4
22981,1,1,4,1,0,4,1.0,22,4.454387467146955,1,C15
22989,1,1,4,4,1,0,0.0,18,4.458713371933744,1,C2
22990,1,1,4,4,1,12,3.0,18,4.520562130964136,1,C8
22991,1,1,2,1,1,9,4.0,17,4.275265273107007,1,C6
22997,1,1,2,2,1,0,0.0,22,4.220568300914962,0,C20
22998,1,1,2,2,1,4,3.0,7,4.28651036023764,0,C1
23000,1,1,2,2,1,0,0.0,21,4.087142279383808,0,C22
23010,0,1,3,1,1,2,3.0,9,4.421945963555777,0,C6
23015,1,1,2,1,1,0,0.0,9,4.276737459201161,1,C7
23016,1,1,4,1,1,4,3.0,8,4.563409883741345,0,C4
23020,1,1,3,1,0,7,2.0,22,4.416340890574481,0,C16
23026,1,1,2,1,0,0,0.0,22,4.205637359479429,1,C1
23039,1,1,2,2,1,0,0.0,16,4.133794300604513,0,C3
23040,1,1,4,3,1,6,4.0,17,4.513025722087491,1,C1
23045,1,1,2,1,1,5,2.0,17,3.9946866078020014,0,C23
23048,1,1,3,3,1,0,0.0,10,4.5301279504155305,1,C15
23053,1,1,3,3,1,8,3.0,3,4.4473751243144495,0,C2
23055,1,1,4,2,0,11,1.0,1,4.466381175364569,0,C17
23057,1,1,2,1,1,5,2.0,22,4.126222349463532,0,C6
23078,1,1,4,1,1,15,3.0,12,4.391887391645515,0,C8
23079,1,1,3,1,0,14,4.0,17,4.501442696861227,0,C3
23086,1,1,2,1,0,0,0.0,6,4.063843552237731,0,C13
23088,1,1,4,4,1,8,4.0,17,4.400676112787212,1,C2
23089,0,1,2,1,0,3,3.0,4,4.327971623623011,1,C16
23091,1,1,3,1,1,15,3.0,21,4.431505288928083,1,C3
23098,1,1,3,1,0,2,1.0,16,4.297804266525286,0,C1
23110,1,1,1,1,1,5,2.0,22,4.186391215695493,1,C9
23112,1,1,2,1,0,11,3.0,18,4.292539599672016,0,C5
23116,1,1,2,1,1,14,2.0,21,4.3354177792535475,0,C15
23117,0,1,2,2,1,1,1.0,22,4.244277120801843,1,C19
23119,1,1,4,4,1,12,3.0,18,4.5130710342563365,0,C19
23133,1,1,3,3,1,15,3.0,22,4.395885285747662,0,C2
23135,1,1,2,2,1,2,4.0,22,4.109915863023793,0,C2
23137,1,1,4,4,1,9,4.0,22,4.434824296268494,0,C1
23140,1,1,4,3,1,7,1.0,19,4.391887391645515,1,C1
23146,0,1,1,1,0,2,1.0,22,4.173722247504464,1,C20
23148,1,1,3,3,1,8,3.0,21,4.354077691546984,0,C2
23150,0,1,2,1,1,0,0.0,17,4.203424554994274,0,C8
23154,1,1,2,1,0,0,0.0,20,4.401979214394013,0,C3
23155,0,1,2,1,1,0,0.0,8,4.19512442298668,1,C8
23165,1,1,3,3,1,5,2.0,22,4.428069969119063,0,C1
23167,0,1,1,1,1,3,1.0,16,4.013047996115231,0,C17
23171,1,1,3,3,1,6,4.0,3,4.419360869721284,0,C2
23174,0,1,3,2,1,0,0.0,4,4.172416097702181,0,C6
23184,0,1,2,1,0,15,3.0,15,4.320827324049014,1,C11
23188,1,1,3,3,1,2,3.0,18,4.394836771279156,0,C4
23190,0,1,2,1,1,0,0.0,13,3.929674317948588,1,C18
23192,1,1,3,1,1,15,3.0,8,4.405977788301573,0,C1
23204,0,1,3,1,1,4,2.0,20,4.442793225939769,1,C1
23207,1,1,4,4,1,11,4.0,13,4.569982198058479,0,C1
23208,1,1,1,1,1,3,2.0,5,4.227783900853718,1,C8
23210,1,1,3,3,1,0,0.0,17,4.288629234664989,1,C9
23212,0,1,1,1,1,0,0.0,22,4.136289228576717,0,C1
23218,1,1,3,1,1,15,4.0,6,4.4228654948793995,0,C9
23229,0,1,1,1,1,3,3.0,20,4.228631304989704,0,C4
23246,0,1,4,3,1,1,2.0,21,4.494321598243498,0,C16
23250,1,1,3,3,1,6,3.0,18,4.242789809478676,1,C2
23252,1,1,4,4,1,0,0.0,14,4.41773733705707,0,C2
23256,1,1,2,2,1,0,0.0,21,4.356102378113399,1,C2
23258,1,1,2,2,1,0,0.0,3,4.350465111306393,0,C2
23264,1,1,3,2,1,0,0.0,19,4.299027632071986,1,C19
23270,0,1,3,1,0,5,3.0,21,4.350248018334163,1,C33
23276,1,1,4,2,0,6,3.0,12,4.523811476089719,0,C2
23288,1,1,2,2,1,0,0.0,18,4.164114820984341,0,C1
23294,1,1,3,1,1,15,3.0,22,4.408863815344724,0,C2
23296,1,1,3,1,1,2,3.0,18,4.455575688084891,0,C1
23305,1,1,2,2,1,2,3.0,1,4.242133775393351,0,C8
23316,0,1,2,2,1,2,4.0,4,4.357363030615143,0,C9
23325,1,1,3,3,1,6,2.0,12,4.215277925527016,1,C25
23327,1,1,2,1,1,0,0.0,16,4.202804250798899,0,C12
23332,1,1,2,2,1,9,3.0,7,4.121835499215418,1,C4
23343,1,1,3,1,0,0,0.0,19,4.3777723573451945,0,C1
23353,0,1,3,3,1,7,3.0,17,4.380428334683836,1,C18
23357,0,1,4,4,1,0,0.0,12,4.263531920094581,0,C8
23360,0,1,4,2,0,1,2.0,16,4.465457210575713,0,C10
23369,1,1,3,1,1,6,1.0,22,4.410406027068357,0,C15
23370,1,1,2,2,1,5,1.0,22,4.309289410655256,0,C1
23378,1,1,2,2,1,7,3.0,14,4.109915863023793,0,C13
23379,1,1,3,1,0,6,3.0,22,4.457942421363998,0,C2
23381,0,1,3,2,0,7,3.0,21,4.45429593073985,0,C2
23382,0,1,2,1,1,0,0.0,22,4.09420550937225,0,C3
23386,1,1,1,1,0,1,3.0,19,4.242938770029581,0,C1
23397,1,1,4,4,1,8,3.0,7,4.534208928404405,0,C1
23400,0,1,3,1,1,8,3.0,6,4.469692444399043,0,C1
23407,1,1,4,3,1,0,0.0,21,4.458033192496506,1,C8
23413,0,1,2,1,1,0,0.0,15,4.058615797010562,1,C25
23418,1,1,3,2,0,0,0.0,21,4.340919793400163,1,C2
23426,1,1,3,3,1,5,3.0,9,4.523517556707751,0,C3
23438,1,1,3,3,1,3,3.0,22,4.364138078662601,0,C7
23440,0,1,2,1,1,1,2.0,22,4.150793268926115,0,C2
23455,1,1,3,1,1,1,4.0,22,4.490800952010855,1,C15
23457,0,1,2,2,1,3,1.0,16,4.454149432346859,1,C3
23463,1,1,2,2,1,8,3.0,10,4.167069095540558,0,C4
23464,1,1,3,3,1,1,4.0,12,4.260338563928231,0,C8
23467,0,1,2,2,1,3,3.0,16,4.180194714275799,0,C8
23471,1,1,2,1,0,5,2.0,1,4.252877292563761,0,C11
23472,0,1,2,2,1,0,0.0,19,4.132362165813234,0,C12
23477,0,1,1,1,1,0,0.0,17,3.9460590603851236,1,C2
23478,0,1,1,1,1,0,0.0,12,4.173162949961738,0,C4
23485,1,1,4,4,1,3,3.0,13,4.507153959655834,0,C1
23486,1,1,4,4,1,3,3.0,8,4.458033192496506,0,C1
23490,0,1,3,3,1,10,3.0,7,4.487421211359474,0,C1
23497,0,1,1,1,1,0,0.0,20,4.196585130463968,0,C24
23499,1,1,4,3,1,3,4.0,22,4.391146906415991,0,C20
23500,1,1,3,3,1,0,0.0,13,4.289499765873857,0,C2
23501,1,1,2,2,1,9,4.0,22,4.351022852584124,0,C2
23502,0,1,4,4,1,0,0.0,18,4.439253724017898,0,C4
23503,1,1,4,3,0,0,0.0,18,4.400676112787212,0,C1
23505,1,1,3,2,1,5,3.0,20,4.292300384859081,1,C11
23509,1,1,4,4,1,5,3.0,14,4.407152869670635,0,C9
23530,0,1,3,1,1,15,3.0,16,4.361183683038548,0,C8
23532,1,1,2,2,0,0,0.0,22,4.27813142866487,1,C3
23534,0,1,1,1,1,3,2.0,15,3.8251923537995505,1,C7
23538,1,1,3,2,1,7,4.0,17,4.431595326138296,0,C8
23545,1,1,3,3,1,0,0.0,18,4.307923703611881,1,C1
23546,1,1,2,1,0,3,3.0,21,4.253531843527004,0,C23
23551,1,1,2,1,1,0,0.0,11,4.317854489331469,0,C2
23554,0,1,2,1,1,13,1.0,16,4.344628025694105,0,C17
23556,1,1,3,2,1,8,2.0,20,4.416640507338281,0,C11
23558,1,1,2,2,1,0,0.0,21,4.234137489450963,0,C2
23561,0,1,1,1,1,1,3.0,14,4.130565330474314,0,C7
23563,1,1,2,1,1,2,2.0,21,4.0428746512856435,0,C9
23564,1,1,3,3,1,3,3.0,16,4.463713861541874,0,C1
23570,0,1,2,2,1,2,1.0,22,4.199755177253475,0,C9
23576,1,1,1,1,1,0,0.0,7,4.003460532109506,0,C4
23577,1,1,2,2,1,0,0.0,10,4.082641778157131,0,C29
23592,0,1,1,1,1,0,0.0,2,4.190712589478136,0,C9
23603,1,1,4,4,1,0,0.0,21,4.394003145302842,0,C3
23618,1,1,3,3,1,12,1.0,16,4.415640979896154,0,C12
23622,1,1,3,3,1,3,3.0,10,4.477815570586017,0,C7
23624,1,1,1,1,1,0,0.0,22,3.8331216019429166,0,C16
23642,1,1,2,2,1,2,1.0,19,4.14569352390422,0,C7
23643,1,1,4,4,1,3,4.0,19,4.48135662107913,0,C1
23646,1,1,3,3,1,9,4.0,17,4.3194308775664245,0,C1
23648,1,1,3,3,1,1,3.0,17,4.402171934380269,0,C4
23650,1,1,3,3,1,10,3.0,18,4.361130742893191,1,C1
23662,1,1,1,1,1,5,3.0,19,3.856608068436936,0,C1
23663,1,1,4,4,1,15,4.0,22,4.585198945898758,0,C2
23669,1,1,3,3,1,15,3.0,18,4.462086392164102,0,C11
23670,0,1,3,3,1,0,0.0,21,4.414706007561081,0,C3
23675,1,1,3,3,1,5,1.0,13,4.302252982500841,0,C21
23677,1,1,2,2,1,15,1.0,13,4.409107686843076,0,C1
23678,0,1,3,1,0,0,0.0,9,4.397244581010386,0,C5
23684,1,1,2,2,1,7,1.0,12,4.157275396454035,1,C1
23691,1,1,4,4,0,0,0.0,7,4.509901133910907,0,C4
23694,1,1,3,3,1,7,2.0,15,4.3513865476822975,1,C5
23696,1,1,3,2,0,15,3.0,15,4.3094257454489995,1,C7
23700,1,1,2,2,0,0,0.0,22,4.4582328222319925,1,C2
23702,1,1,3,2,0,4,4.0,16,4.456098692719307,0,C3
23707,1,1,1,1,1,0,0.0,1,3.940476639574321,0,C16
23708,1,1,3,1,1,15,1.0,19,4.395235505036231,0,C1
23710,1,1,2,2,1,9,2.0,4,4.027594211826226,0,C9
23714,1,1,4,2,0,0,0.0,18,4.539387273505076,0,C15
23730,1,1,2,1,0,2,1.0,12,4.3280736545131555,0,C3
23734,1,1,2,2,1,0,0.0,20,4.278204671684168,0,C1
23740,1,1,4,4,1,15,3.0,22,4.505887652093939,0,C1
23741,1,1,3,3,1,0,0.0,18,4.391415037349662,0,C1
23746,0,1,1,1,1,3,2.0,19,3.8037847614443416,0,C1
23760,1,1,4,3,1,0,0.0,22,4.372819981678968,1,C1
23767,0,1,2,1,0,0,0.0,16,4.328624207490207,0,C10
23769,0,1,2,1,0,0,0.0,21,4.4293258486218265,0,C23
23771,0,1,2,1,0,1,1.0,2,4.212400702780119,1,C15
23775,1,1,3,3,1,2,1.0,12,4.189883162646917,0,C6
23801,1,1,2,2,1,0,0.0,22,4.157783046403016,0,C2
23802,0,1,2,1,1,0,0.0,8,4.163161374977018,0,C4
23803,1,1,3,1,1,0,0.0,18,4.28809265454187,0,C1
23821,1,1,4,4,1,0,0.0,18,4.4387384885165595,0,C1
23822,1,1,1,1,1,2,3.0,13,4.1618230242047565,0,C7
23828,1,1,4,4,1,15,2.0,13,4.392204356370863,0,C7
23837,1,1,4,4,1,15,3.0,3,4.531044405268237,0,C2
23846,1,1,3,3,1,0,0.0,22,4.332276831896657,0,C1
23853,1,1,2,2,1,3,1.0,19,4.172416097702181,0,C7
23854,0,1,2,1,0,0,0.0,16,4.178907914869483,0,C1
23855,1,1,1,1,1,0,0.0,13,4.042213121101523,0,C7
23862,1,1,3,3,1,5,4.0,1,4.425534220498263,0,C15
23866,0,1,3,3,1,8,3.0,21,4.2638726768652235,0,C9
23867,1,1,4,1,1,0,0.0,17,4.480581786829169,0,C11
23870,0,1,4,4,1,6,2.0,22,4.438029436143705,0,C1
23871,0,1,3,3,1,15,3.0,16,4.4424170505313185,0,C1
23872,0,1,4,2,0,1,2.0,13,4.524474015473596,0,C3
23874,1,1,4,3,0,15,3.0,3,4.516974073914215,0,C2
23875,1,1,4,3,1,15,1.0,12,4.523517556707751,1,C1
23877,0,1,3,2,0,0,0.0,16,4.468181853373804,0,C3
23888,0,1,2,1,1,5,3.0,22,4.232767474176343,0,C9
23898,1,1,1,1,0,1,1.0,21,4.1314903456949486,0,C8
23899,0,1,3,1,0,3,1.0,16,4.420368379857524,1,C12
23901,1,1,2,2,1,5,4.0,22,4.213836388325274,0,C7
23902,0,1,3,2,0,0,0.0,18,4.430242804080008,0,C5
23904,0,1,2,2,1,1,1.0,5,4.320926898618269,0,C5
23906,0,1,2,2,1,7,2.0,13,4.041550581717646,0,C13
23913,1,1,4,3,1,13,4.0,21,4.47323873085695,1,C1
23920,1,1,4,4,1,0,0.0,22,4.504454550658255,0,C2
23921,1,1,2,2,1,0,0.0,22,4.318543299122021,1,C1
23935,1,1,4,4,1,4,3.0,22,4.451307373242278,1,C1
23939,1,1,3,2,1,0,0.0,22,4.265996370495079,0,C2
23942,1,1,3,3,1,9,3.0,7,4.281941933440825,0,C1
23949,1,1,2,2,1,0,0.0,11,4.376021873387649,0,C2
23950,1,1,3,2,0,6,1.0,16,4.386249196708923,0,C1
23956,1,1,3,3,1,5,3.0,22,4.432809005033168,1,C8
23959,1,1,4,4,1,15,3.0,5,4.554212868114031,1,C3
23961,1,1,3,1,1,7,3.0,22,4.411053744536523,1,C2
23981,1,1,3,3,1,0,0.0,18,4.3085131915354795,0,C4
23984,0,1,2,1,1,0,0.0,4,4.244722322769998,0,C33
23987,0,1,3,3,1,15,3.0,18,4.374682372217248,0,C10
23990,1,1,2,2,1,3,3.0,21,4.141938667354281,0,C12
23998,1,1,2,2,1,2,3.0,22,4.268952202394499,0,C2
24000,0,1,3,3,1,2,4.0,14,4.365862215402555,0,C29
24001,0,1,2,2,1,0,0.0,11,4.297804266525286,0,C2
24002,1,1,3,2,1,15,1.0,19,4.432314952619276,1,C14
24020,1,1,2,2,1,0,0.0,22,4.096882217271742,0,C2
24021,1,1,2,2,1,2,4.0,21,4.226826658549367,0,C8
24025,1,1,4,4,1,0,0.0,16,4.504976225774318,0,C3
24028,0,1,3,1,0,5,4.0,21,4.254693059411072,0,C2
24030,1,1,3,3,1,2,3.0,11,4.4228654948793995,0,C2
24039,0,1,1,1,1,1,3.0,13,4.217125832671662,0,C2
24040,1,1,3,2,1,0,0.0,18,4.230346722417477,0,C10
24055,0,1,2,1,1,0,0.0,20,4.122844740041621,1,C1
24056,1,1,3,2,1,3,1.0,19,4.426023015689876,0,C18
24058,1,1,3,3,1,3,4.0,22,4.295215123866298,0,C1
24069,1,1,3,2,1,3,3.0,22,4.401786408849491,1,C11
24078,1,1,3,2,0,15,2.0,2,4.299088709982486,0,C18
24084,0,1,1,1,0,5,3.0,18,4.2789364233011,0,C3
24093,1,1,2,2,1,6,4.0,17,4.244722322769998,0,C19
24097,1,1,3,1,0,0,0.0,15,4.4386372661686115,1,C3
24112,1,1,3,2,1,4,2.0,22,4.424489615107319,0,C2
24115,1,1,3,2,1,1,3.0,22,4.367072512001651,0,C2
24122,0,1,4,4,1,0,0.0,14,4.495311171218385,0,C1
24123,1,1,3,3,1,0,0.0,20,4.363190641530789,1,C17
24133,0,1,2,2,1,10,2.0,20,4.256140226634533,0,C7
24156,1,1,3,3,1,1,1.0,20,4.48606191609675,1,C4
